Vendor Location,Participant Category,Year Month, Number of Participants Redeemed , Number Vouchers Redeemed ,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
BUTTE               ,Child  ,2016-01,"3,028","10,583","$136,410.23 ",$45.05 ,,,,
BUTTE               ,Child  ,2016-02,"2,843","10,047","$128,962.49 ",$45.36 ,,,,
BUTTE               ,Child  ,2016-03,"2,827","9,966","$126,896.43 ",$44.89 ,,,,
BUTTE               ,Child  ,2016-04,"2,872","10,116","$129,990.42 ",$45.26 ,,,,
BUTTE               ,Child  ,2016-05,"2,832","10,014","$128,390.31 ",$45.34 ,,,,
BUTTE               ,Child  ,2016-06,"2,909","10,270","$130,257.00 ",$44.78 ,,,,
BUTTE               ,Child  ,2016-07,"2,858","10,159","$129,351.19 ",$45.26 ,,,,
BUTTE               ,Child  ,2016-08,"2,936","10,392","$132,203.76 ",$45.03 ,,,,
BUTTE               ,Child  ,2016-09,"2,828","10,029","$128,585.76 ",$45.47 ,,,,
BUTTE               ,Child  ,2016-10,"2,700","9,459","$121,528.10 ",$45.01 ,,,,
BUTTE               ,Child  ,2016-11,"2,660","9,334","$119,721.27 ",$45.01 ,,,,
BUTTE               ,Child  ,2016-12,"2,651","9,345","$120,690.84 ",$45.53 ,,,,
BUTTE               ,Child  ,2017-01,"2,758","9,735","$125,369.79 ",$45.46 ,,,,
BUTTE               ,Child  ,2017-02,"2,587","9,059","$116,147.33 ",$44.90 ,,,,
BUTTE               ,Child  ,2017-03,"2,692","9,322","$120,667.79 ",$44.82 ,,,,
BUTTE               ,Child  ,2017-04,"2,704","9,483","$122,550.69 ",$45.32 ,,,,
BUTTE               ,Child  ,2017-05,"2,795","9,797","$126,191.46 ",$45.15 ,,,,
BUTTE               ,Child  ,2017-06,"2,714","9,597","$124,026.16 ",$45.70 ,,,,
BUTTE               ,Child  ,2017-07,"2,781","9,814","$125,947.63 ",$45.29 ,,,,
BUTTE               ,Child  ,2017-08,"2,766","9,697","$125,155.90 ",$45.25 ,,,,
BUTTE               ,Child  ,2017-09,"2,664","9,390","$121,434.13 ",$45.58 ,,,,
BUTTE               ,Child  ,2017-10,"2,688","9,394","$121,367.27 ",$45.15 ,,,,
BUTTE               ,Child  ,2017-11,"2,631","9,264","$120,457.57 ",$45.78 ,,,,
BUTTE               ,Child  ,2017-12,"2,558","8,969","$115,766.50 ",$45.26 ,,,,
BUTTE               ,Child  ,2018-01,"2,689","9,387","$122,483.81 ",$45.55 ,,,,
BUTTE               ,Child  ,2018-02,"2,595","9,102","$118,317.78 ",$45.59 ,,,,
BUTTE               ,Child  ,2018-03,"2,575","8,971","$116,296.23 ",$45.16 ,,,,
BUTTE               ,Child  ,2018-04,"2,673","9,408","$121,562.06 ",$45.48 ,,,,
BUTTE               ,Child  ,2018-05,"2,788","9,730","$125,073.94 ",$44.86 ,,,,
BUTTE               ,Child  ,2018-06,"2,788","9,716","$124,664.65 ",$44.71 ,,,,
BUTTE               ,Child  ,2018-07,"2,795","9,743","$125,153.23 ",$44.78 ,,,,
BUTTE               ,Child  ,2018-08,"2,888","10,175","$131,084.74 ",$45.39 ,,,,
BUTTE               ,Child  ,2018-09,"2,817","9,769","$126,069.00 ",$44.75 ,,,,
BUTTE               ,Child  ,2018-10,"2,640","8,984","$115,580.82 ",$43.78 ,,,,
BUTTE               ,Child  ,2018-11,"2,356","8,031","$103,480.52 ",$43.92 ,,,,
BUTTE               ,Child  ,2018-12,"2,253","7,766","$101,205.72 ",$44.92 ,,,,
BUTTE               ,Infant  ,2010-01,"1,201","4,585","$145,868.37 ",$121.46 ,,,,
BUTTE               ,Infant  ,2010-02,"1,193","4,548","$143,073.20 ",$119.93 ,,,,
BUTTE               ,Infant  ,2010-03,"1,235","4,670","$146,274.75 ",$118.44 ,,,,
BUTTE               ,Infant  ,2010-04,"1,203","3,580","$144,163.39 ",$119.84 ,,,,
BUTTE               ,Infant  ,2010-05,"1,199","3,013","$143,649.28 ",$119.81 ,,,,
BUTTE               ,Infant  ,2010-06,"1,234","3,096","$146,254.54 ",$118.52 ,,,,
BUTTE               ,Infant  ,2010-07,"1,199","3,022","$142,955.15 ",$119.23 ,,,,
BUTTE               ,Infant  ,2010-08,"1,238","3,196","$145,932.73 ",$117.88 ,,,,
BUTTE               ,Infant  ,2010-09,"1,205","3,086","$144,882.61 ",$120.23 ,,,,
BUTTE               ,Infant  ,2010-10,"1,207","3,104","$144,538.91 ",$119.75 ,,,,
BUTTE               ,Infant  ,2010-11,"1,239","3,238","$147,322.02 ",$118.90 ,,,,
BUTTE               ,Infant  ,2010-12,"1,192","3,095","$146,446.15 ",$122.86 ,,,,
BUTTE               ,Infant  ,2011-01,"1,242","3,276","$151,551.40 ",$122.02 ,,,,
BUTTE               ,Infant  ,2011-02,"1,223","3,358","$145,731.63 ",$119.16 ,,,,
BUTTE               ,Infant  ,2011-03,"1,251","3,447","$152,948.74 ",$122.26 ,,,,
BUTTE               ,Infant  ,2011-04,"1,262","3,442","$151,102.30 ",$119.73 ,,,,
BUTTE               ,Infant  ,2011-05,"1,243","3,456","$150,970.98 ",$121.46 ,,,,
BUTTE               ,Infant  ,2011-06,"1,272","3,503","$157,395.48 ",$123.74 ,,,,
BUTTE               ,Infant  ,2011-07,"1,236","3,396","$154,035.45 ",$124.62 ,,,,
BUTTE               ,Infant  ,2011-08,"1,253","3,439","$155,068.09 ",$123.76 ,,,,
BUTTE               ,Infant  ,2011-09,"1,198","3,287","$150,729.70 ",$125.82 ,,,,
BUTTE               ,Infant  ,2011-10,"1,179","3,249","$146,390.30 ",$124.16 ,,,,
BUTTE               ,Infant  ,2011-11,"1,179","3,190","$145,498.64 ",$123.41 ,,,,
BUTTE               ,Infant  ,2011-12,"1,154","3,096","$142,637.18 ",$123.60 ,,,,
BUTTE               ,Infant  ,2012-01,"1,199","3,274","$147,380.96 ",$122.92 ,,,,
BUTTE               ,Infant  ,2012-02,"1,161","3,174","$141,174.23 ",$121.60 ,,,,
BUTTE               ,Infant  ,2012-03,"1,153","3,168","$142,966.41 ",$124.00 ,,,,
BUTTE               ,Infant  ,2012-04,"1,153","3,254","$142,758.70 ",$123.82 ,,,,
BUTTE               ,Infant  ,2012-05,"1,163","3,216","$141,974.67 ",$122.08 ,,,,
BUTTE               ,Infant  ,2012-06,"1,188","3,234","$139,025.53 ",$117.02 ,,,,
BUTTE               ,Infant  ,2012-07,"1,220","3,305","$143,592.08 ",$117.70 ,,,,
BUTTE               ,Infant  ,2012-08,"1,207","3,241","$141,758.13 ",$117.45 ,,,,
BUTTE               ,Infant  ,2012-09,"1,180","3,231","$140,118.21 ",$118.74 ,,,,
BUTTE               ,Infant  ,2012-10,"1,132","3,142","$136,853.28 ",$120.90 ,,,,
BUTTE               ,Infant  ,2012-11,"1,178","3,142","$140,083.20 ",$118.92 ,,,,
BUTTE               ,Infant  ,2012-12,"1,145","3,073","$137,603.87 ",$120.18 ,,,,
BUTTE               ,Infant  ,2013-01,"1,174","3,195","$143,427.24 ",$122.17 ,,,,
BUTTE               ,Infant  ,2013-02,"1,124","3,113","$138,267.29 ",$123.01 ,,,,
BUTTE               ,Infant  ,2013-03,"1,147","3,165","$137,322.63 ",$119.72 ,,,,
BUTTE               ,Infant  ,2013-04,"1,173","3,242","$142,602.94 ",$121.57 ,,,,
BUTTE               ,Infant  ,2013-05,"1,152","3,253","$141,106.87 ",$122.49 ,,,,
BUTTE               ,Infant  ,2013-06,"1,146","3,261","$139,105.71 ",$121.38 ,,,,
BUTTE               ,Infant  ,2013-07,"1,136","3,225","$139,219.18 ",$122.55 ,,,,
BUTTE               ,Infant  ,2013-08,"1,118","3,125","$141,450.11 ",$126.52 ,,,,
BUTTE               ,Infant  ,2013-09,"1,111","3,086","$138,955.97 ",$125.07 ,,,,
BUTTE               ,Infant  ,2013-10,"1,105","3,056","$138,253.40 ",$125.12 ,,,,
BUTTE               ,Infant  ,2013-11,"1,049","2,878","$134,252.63 ",$127.98 ,,,,
BUTTE               ,Infant  ,2013-12,"1,065","2,848","$137,707.62 ",$129.30 ,,,,
BUTTE               ,Infant  ,2014-01,"1,106","2,964","$142,075.11 ",$128.46 ,,,,
BUTTE               ,Infant  ,2014-02,"1,116","3,056","$143,362.75 ",$128.46 ,,,,
BUTTE               ,Infant  ,2014-03,"1,154","3,137","$146,266.79 ",$126.75 ,,,,
BUTTE               ,Infant  ,2014-04,"1,195","3,218","$152,101.69 ",$127.28 ,,,,
BUTTE               ,Infant  ,2014-05,"1,197","3,275","$151,017.63 ",$126.16 ,,,,
BUTTE               ,Infant  ,2014-06,"1,208","3,381","$150,426.35 ",$124.53 ,,,,
BUTTE               ,Infant  ,2014-07,"1,200","3,351","$149,658.60 ",$124.72 ,,,,
BUTTE               ,Infant  ,2014-08,"1,179","3,330","$147,885.89 ",$125.43 ,,,,
BUTTE               ,Infant  ,2014-09,"1,186","3,351","$150,455.16 ",$126.86 ,,,,
BUTTE               ,Infant  ,2014-10,"1,168","3,127","$146,097.57 ",$125.08 ,,,,
BUTTE               ,Infant  ,2014-11,"1,169","3,139","$144,261.29 ",$123.41 ,,,,
BUTTE               ,Infant  ,2014-12,"1,154","3,113","$146,145.72 ",$126.64 ,,,,
BUTTE               ,Infant  ,2015-01,"1,166","3,144","$145,694.92 ",$124.95 ,,,,
BUTTE               ,Infant  ,2015-02,"1,118","3,020","$139,035.08 ",$124.36 ,,,,
BUTTE               ,Infant  ,2015-03,"1,113","3,032","$139,118.02 ",$124.99 ,,,,
BUTTE               ,Infant  ,2015-04,"1,121","3,011","$136,764.07 ",$122.00 ,,,,
BUTTE               ,Infant  ,2015-05,"1,140","3,076","$140,767.74 ",$123.48 ,,,,
BUTTE               ,Infant  ,2015-06,"1,129","3,098","$139,263.38 ",$123.35 ,,,,
BUTTE               ,Infant  ,2015-07,"1,170","3,176","$146,123.74 ",$124.89 ,,,,
BUTTE               ,Infant  ,2015-08,"1,162","3,125","$145,629.63 ",$125.33 ,,,,
BUTTE               ,Infant  ,2015-09,"1,129","3,022","$142,215.05 ",$125.97 ,,,,
BUTTE               ,Infant  ,2015-10,"1,108","2,940","$141,447.94 ",$127.66 ,,,,
BUTTE               ,Infant  ,2015-11,"1,060","2,823","$131,003.38 ",$123.59 ,,,,
BUTTE               ,Infant  ,2015-12,"1,088","2,952","$134,027.00 ",$123.19 ,,,,
BUTTE               ,Infant  ,2016-01,"1,081","3,030","$135,642.26 ",$125.48 ,,,,
BUTTE               ,Infant  ,2016-02,"1,097","3,006","$137,550.56 ",$125.39 ,,,,
BUTTE               ,Infant  ,2016-03,"1,112","3,085","$141,363.24 ",$127.13 ,,,,
BUTTE               ,Infant  ,2016-04,"1,109","3,192","$138,508.65 ",$124.90 ,,,,
BUTTE               ,Infant  ,2016-05,"1,098","3,176","$134,830.11 ",$122.80 ,,,,
BUTTE               ,Infant  ,2016-06,"1,079","3,180","$131,847.56 ",$122.19 ,,,,
BUTTE               ,Infant  ,2016-07,"1,059","3,045","$128,239.56 ",$121.09 ,,,,
BUTTE               ,Infant  ,2016-08,"1,080","3,053","$131,544.34 ",$121.80 ,,,,
BUTTE               ,Infant  ,2016-09,"1,064","3,020","$130,570.70 ",$122.72 ,,,,
BUTTE               ,Infant  ,2016-10,"1,042","2,892","$128,461.06 ",$123.28 ,,,,
BUTTE               ,Infant  ,2016-11,"1,027","2,828","$125,296.74 ",$122.00 ,,,,
BUTTE               ,Infant  ,2016-12,"1,042","2,877","$127,763.32 ",$122.61 ,,,,
BUTTE               ,Infant  ,2017-01,"1,034","2,913","$130,535.82 ",$126.24 ,,,,
BUTTE               ,Infant  ,2017-02,"1,009","2,863","$124,865.91 ",$123.75 ,,,,
BUTTE               ,Infant  ,2017-03,"1,061","3,009","$131,752.27 ",$124.18 ,,,,
BUTTE               ,Infant  ,2017-04,"1,075","3,121","$133,006.35 ",$123.73 ,,,,
BUTTE               ,Infant  ,2017-05,"1,066","3,071","$130,073.00 ",$122.02 ,,,,
BUTTE               ,Infant  ,2017-06,"1,061","3,024","$129,418.96 ",$121.98 ,,,,
BUTTE               ,Infant  ,2017-07,"1,066","3,042","$132,059.79 ",$123.88 ,,,,
BUTTE               ,Infant  ,2017-08,"1,026","2,932","$126,130.34 ",$122.93 ,,,,
BUTTE               ,Infant  ,2017-09,997,"2,830","$124,205.72 ",$124.58 ,,,,
BUTTE               ,Infant  ,2017-10,"1,007","2,787","$125,696.57 ",$124.82 ,,,,
BUTTE               ,Infant  ,2017-11,965,"2,663","$121,512.19 ",$125.92 ,,,,
BUTTE               ,Infant  ,2017-12,961,"2,645","$123,121.11 ",$128.12 ,,,,
BUTTE               ,Infant  ,2018-01,987,"2,726","$123,099.15 ",$124.72 ,,,,
BUTTE               ,Infant  ,2018-02,978,"2,721","$123,662.64 ",$126.44 ,,,,
BUTTE               ,Infant  ,2018-03,986,"2,667","$125,092.01 ",$126.87 ,,,,
BUTTE               ,Infant  ,2018-04,"1,048","2,860","$134,104.82 ",$127.96 ,,,,
BUTTE               ,Infant  ,2018-05,"1,037","2,782","$130,740.50 ",$126.08 ,,,,
BUTTE               ,Infant  ,2018-06,"1,041","2,868","$132,093.76 ",$126.89 ,,,,
BUTTE               ,Infant  ,2018-07,"1,053","2,949","$133,337.32 ",$126.63 ,,,,
BUTTE               ,Infant  ,2018-08,"1,053","2,854","$135,428.75 ",$128.61 ,,,,
BUTTE               ,Infant  ,2018-09,"1,006","2,701","$132,135.08 ",$131.35 ,,,,
BUTTE               ,Infant  ,2018-10,"1,013","2,663","$131,325.64 ",$129.64 ,,,,
BUTTE               ,Infant  ,2018-11,935,"2,423","$120,924.61 ",$129.33 ,,,,
BUTTE               ,Infant  ,2018-12,891,"2,305","$117,870.95 ",$132.29 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-01,374,"1,006","$15,517.19 ",$41.49 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-02,380,"1,018","$15,338.80 ",$40.37 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-03,385,"1,011","$14,503.87 ",$37.67 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-04,384,"1,035","$14,466.13 ",$37.67 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-05,381,"1,022","$13,874.60 ",$36.42 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-06,379,"1,009","$13,844.75 ",$36.53 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-07,367,974,"$13,324.08 ",$36.31 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-08,389,"1,026","$13,846.68 ",$35.60 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-09,379,"1,002","$13,734.65 ",$36.24 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-10,395,"1,043","$14,488.83 ",$36.68 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-11,406,"1,073","$15,133.01 ",$37.27 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2010-12,397,"1,043","$14,656.28 ",$36.92 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-01,393,"1,044","$14,363.80 ",$36.55 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-02,349,938,"$13,029.45 ",$37.33 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-03,386,"1,052","$14,898.55 ",$38.60 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-04,374,990,"$14,292.57 ",$38.22 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-05,362,968,"$13,984.53 ",$38.63 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-06,394,"1,055","$15,408.59 ",$39.11 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-07,394,"1,046","$15,690.40 ",$39.82 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-08,387,"1,060","$15,880.25 ",$41.03 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-09,389,"1,052","$15,986.34 ",$41.10 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-10,381,"1,009","$15,238.42 ",$40.00 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-11,373,990,"$14,838.50 ",$39.78 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2011-12,368,984,"$14,836.97 ",$40.32 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-01,360,947,"$14,183.91 ",$39.40 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-02,356,947,"$13,711.26 ",$38.51 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-03,357,925,"$13,546.16 ",$37.94 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-04,351,925,"$13,358.26 ",$38.06 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-05,339,881,"$12,410.09 ",$36.61 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-06,354,956,"$12,945.46 ",$36.57 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-07,370,960,"$13,133.05 ",$35.49 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-08,348,929,"$12,728.26 ",$36.58 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-09,351,926,"$12,817.12 ",$36.52 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-10,348,927,"$13,028.40 ",$37.44 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-11,361,950,"$13,576.47 ",$37.61 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2012-12,359,943,"$13,451.69 ",$37.47 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-01,356,940,"$13,354.21 ",$37.51 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-02,350,933,"$13,371.84 ",$38.21 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-03,337,908,"$12,875.88 ",$38.21 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-04,345,913,"$12,891.98 ",$37.37 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-05,342,902,"$12,668.17 ",$37.04 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-06,350,918,"$12,681.51 ",$36.23 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-07,306,820,"$11,341.23 ",$37.06 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-08,309,819,"$11,292.20 ",$36.54 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-09,308,836,"$11,557.85 ",$37.53 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-10,300,786,"$11,079.19 ",$36.93 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-11,311,829,"$11,671.56 ",$37.53 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2013-12,312,844,"$11,913.39 ",$38.18 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-01,354,961,"$13,462.73 ",$38.03 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-02,353,939,"$13,590.70 ",$38.50 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-03,340,895,"$13,127.83 ",$38.61 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-04,351,951,"$14,081.61 ",$40.12 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-05,348,918,"$13,699.75 ",$39.37 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-06,356,942,"$14,062.07 ",$39.50 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-07,336,907,"$13,664.83 ",$40.67 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-08,319,851,"$12,679.02 ",$39.75 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-09,327,862,"$12,743.04 ",$38.97 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-10,302,789,"$11,779.65 ",$39.01 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-11,314,824,"$12,093.79 ",$38.52 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2014-12,318,842,"$12,602.56 ",$39.63 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-01,329,867,"$12,810.50 ",$38.94 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-02,304,792,"$11,152.29 ",$36.69 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-03,336,849,"$11,849.35 ",$35.27 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-04,314,799,"$11,146.17 ",$35.50 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-05,325,859,"$11,930.03 ",$36.71 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-06,322,836,"$11,926.01 ",$37.04 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-07,307,823,"$11,762.70 ",$38.31 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-08,321,852,"$12,099.53 ",$37.69 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-09,313,831,"$11,833.95 ",$37.81 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-10,329,864,"$12,306.47 ",$37.41 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-11,315,813,"$11,809.21 ",$37.49 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2015-12,302,803,"$11,626.16 ",$38.50 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-01,300,800,"$11,749.03 ",$39.16 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-02,287,772,"$11,234.33 ",$39.14 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-03,309,838,"$11,704.33 ",$37.88 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-04,305,826,"$11,794.39 ",$38.67 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-05,291,776,"$10,965.82 ",$37.68 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-06,294,782,"$10,820.48 ",$36.80 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-07,294,762,"$10,619.19 ",$36.12 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-08,273,706,"$9,919.16 ",$36.33 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-09,296,780,"$11,043.89 ",$37.31 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-10,275,713,"$10,060.60 ",$36.58 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-11,274,719,"$10,317.25 ",$37.65 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2016-12,291,779,"$11,356.67 ",$39.03 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-01,310,826,"$11,936.44 ",$38.50 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-02,297,776,"$11,425.83 ",$38.47 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-03,277,711,"$10,436.59 ",$37.68 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-04,275,723,"$10,544.72 ",$38.34 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-05,284,737,"$10,592.53 ",$37.30 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-06,258,656,"$9,540.10 ",$36.98 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-07,273,702,"$10,005.65 ",$36.65 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-08,247,635,"$9,158.55 ",$37.08 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-09,249,653,"$9,394.76 ",$37.73 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-10,244,638,"$9,246.22 ",$37.89 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-11,271,717,"$10,366.56 ",$38.25 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2017-12,276,706,"$10,129.80 ",$36.70 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-01,270,712,"$10,209.98 ",$37.81 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-02,259,689,"$9,757.99 ",$37.68 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-03,259,653,"$9,606.40 ",$37.09 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-04,283,732,"$10,597.88 ",$37.45 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-05,276,744,"$10,835.25 ",$39.26 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-06,278,727,"$10,219.71 ",$36.76 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-07,277,705,"$10,171.84 ",$36.72 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-08,272,711,"$10,149.16 ",$37.31 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-09,283,737,"$10,492.52 ",$37.08 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-10,281,706,"$10,027.49 ",$35.69 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-11,255,657,"$9,126.47 ",$35.79 ,,,,
BUTTE               ,Non-Breastfeeding Mother  ,2018-12,242,622,"$8,716.69 ",$36.02 ,,,,
BUTTE               ,Prenatal  ,2010-01,749,"2,630","$36,126.74 ",$48.23 ,,,,
